title,date
[e공시 눈에 띄네] 코스닥-6일,2021-10-07 07:35
[e공시 눈에 띄네] 코스피-6일,2021-10-07 07:34
[코스피·코스닥 전 거래일(6일) 주요공시],2021-10-07 06:05
[코스닥 기업공시] (6일) 도이치모터스 등,2021-10-07 02:19
[코스닥 메모] (7일) 신규상장=아스플로(159010) 등,2021-10-07 02:19
[유가증권 기업공시] (6일) 더블유게임즈 등,2021-10-07 02:18
[유가증권 메모] (7일) 보통주추가상장=유니켐(스톡옵션행사) 등,2021-10-07 02:17
"KD, 52억 규모 주식담보계약 체결",2021-10-06 19:14
남양유업 공시번복 사유 발생...7일 하루 매매거래정지,2021-10-06 19:10
"비피도, 변비 개선용 식품 조성물 특허권 취득",2021-10-06 18:12
"제넨바이오, 폐기물 사업 물적분할…'에코랜드' 신설",2021-10-06 18:11
"광진윈텍, 120억 규모 전환사채 발행 결정",2021-10-06 17:21
"체리부로, 닭고기 담합 혐의 과징금 34억7600만원",2021-10-06 17:08
"아이엘사이언스, 100억대 CB 발행…아이트로닉스 지분 인수",2021-10-06 17:07
"SG&G, 재무구조 개선 위해 400억 규모 부동산 매각",2021-10-06 17:06
"케이피에프 ""주가 급등, 공시할 중요 정보 없다""",2021-10-06 17:06
"풍강, 연간 영업익 42억…전년比 1793% 급증",2021-10-06 17:05
"중앙디앤엠, 50억 규모 CB 행사…854만7006주 신규 상장",2021-10-06 17:05
"SG&G, 400억 규모 유형자산 양도 결정",2021-10-06 16:46
"한라, 3740억 타인채무 보증 결정",2021-10-06 16:37
"서울바이오시스, 3분기 매출 1303억...전년比 8%↑",2021-10-06 16:11
"서울바이오시스, 3Q 매출 1303억…전년比 8%↑",2021-10-06 16:04
"에에치엔티 ""전 부사장 횡령·배임…징역 12년·벌금 300억""",2021-10-06 16:03
"휴먼엔, 23.6억 규모 해상고철 납품 계약",2021-10-06 16:02
"휴먼엔, 태민철강과 24억 규모 납품 계약",2021-10-06 15:51
"F&F홀딩스, 자회사 에프앤에프로지스틱스 흡수합병 결정",2021-10-06 15:40
"F&F홀딩스, F&F로지스틱스 흡수합병 결정",2021-10-06 15:39
"알리코제약, 47억원 규모 자사주 취득 결정",2021-10-06 15:36
"아이씨디, LG디스플레이와 233억 규모 장비 공급 계약",2021-10-06 15:34
"베스파, 김진수 대표 신규 선임",2021-10-06 15:32
"도이치모터스, 71억원 규모 자사주 취득 결정",2021-10-06 15:25
"아이씨디, LG디스플레이와 233억 규모 장비 공급계약",2021-10-06 15:19
"대성엘텍 ""경영권 매각 추진설…정해진 바 없다""",2021-10-06 15:18
"알리코제약, 4.7억 규모 자사주 취득 결정",2021-10-06 15:10
"아이씨디, 233억 규모 FPD제조장비 공급계약 체결",2021-10-06 15:08
"도이치모터스, 71억 규모 자사주 취득 결정",2021-10-06 15:05
"남광토건, 1793억 규모 울산신항 남방파제 축조공사 수주",2021-10-06 15:03
"남광토건, 277억 규모 음성 천연가스발전소 대비공사 수주",2021-10-06 14:59
"베스파, 이완수→김진수 대표이사 변경",2021-10-06 14:26
"[자금조달]세코그룹 계열 에스제이홀딩스, 서진산업 지분 담보로 차입금 차환",2021-10-06 14:25
"남광토건, 529억 규모 경부고속선 안전취약개소 건설공사 수주",2021-10-06 14:10
"남광토건, 1793억 규모 울산 신항 방파제 공사 수주",2021-10-06 14:00
"소마젠, 단일 분자 염기서열 식별 유럽 특허 취득",2021-10-06 13:59
"남광토건, 277억 규모 음성 천연가스발전소 공사 수주",2021-10-06 13:57
"남광토건, 국가철도공단으로부터 529억 규모 공사 수주",2021-10-06 13:56
"지코, 삼라마이다스로 최대주주 변경",2021-10-06 13:54
"소마젠, 단일 분자순서 정렬 및 핵산 염기 서열 특징 짓는 분자 식별자 특허 취득",2021-10-06 13:47
"파인텍, 2차 전지 단자부 압착 특허권 취득",2021-10-06 11:22
"지코, 삼라마이다스로 최대주주 변경",2021-10-06 10:46
"오로스테크놀로지, 20억 규모 자사주 취득 신탁계약 체결",2021-10-06 09:55
"더블유게임즈, 679억원 규모 계열사 주식 현금 취득 결정",2021-10-06 09:47
"엔씨소프트, 리니지W 변곡점 기대…목표가↓-DB",2021-10-06 08:51
"더블유게임즈, 계열사 더블다운인터액티브 주식 679억 규모 추가 취득 결정",2021-10-06 08:21
[e공시 눈에 띄네] 코스닥-5일,2021-10-06 07:32
[e공시 눈에 띄네] 코스피-5일,2021-10-06 07:32
[재송]5일 장 마감 후 주요 종목뉴스,2021-10-06 07:00
[코스닥 기업공시] (5일) 에이피티씨 등,2021-10-06 01:01
[코스닥 메모] (6일) 공모주청약=NH기업인수목적21호(NH),2021-10-06 01:00
[유가증권 기업공시] (5일) 대우건설,2021-10-06 01:00
"율호, 美 바이오 기업 지분 2.44% 36억원에 취득",2021-10-05 19:01
5일 장 마감 후 주요 종목뉴스,2021-10-05 18:29
"한국특강, 시설 사고로 빌렛 생산 일시중단",2021-10-05 17:55
"해성산업, 6일 유상증자 권리락",2021-10-05 17:19
"캔서롭, 최대주주 임종윤씨로 변경",2021-10-05 17:08
"씨에프인베, 1560억원 규모 유상증자 결정",2021-10-05 16:56
"비디아이, 10억원 규모 유상증자 결정",2021-10-05 16:53
"SM재팬, 음식점업 계열사 흡수합병",2021-10-05 16:50
"삼성전자 “미국 신규 파운드리 공장 부지, 결정된 사항 없어”",2021-10-05 16:49
"HDC아이콘트롤스, 6일 기관투자가 대상 IR 개최",2021-10-05 16:49
"에스앤디, 75억원 규모 신규 시설투자",2021-10-05 16:45
"나노캠텍, 최대주주변경 수반 주식 담보제공 계약 해제",2021-10-05 16:44
"대우건설, 경기도 파주서 5천783억원 규모 재개발 사업 수주",2021-10-05 16:43
"CNT85, 2.8억원 규모 공급계약 체결",2021-10-05 16:41
"“법원, 제주그린파워 파산선고”",2021-10-05 16:40
"SK하이닉스, 26일 3분기 실적 발표 기업설명회 개최",2021-10-05 16:37
"이수앱지스, 고셔병 치료제 알제리 식약처 품목허가 획득",2021-10-05 16:37
"에이피티씨, 주당 200원 분기배당",2021-10-05 16:34
"SGC에너지, 100억원 규모 자기주식 신탁 계약 해지",2021-10-05 16:10
"에스앤디, 건강기능식품 소재 공장 증축",2021-10-05 16:08
"엔시트론, 황병욱 사외이사 중도퇴임",2021-10-05 16:02
"에스앤디, 75억 규모 공장 시설 증축 결정",2021-10-05 15:57
"씨엠에스에듀, 강남구 파르나스타워로 본점 소재지 변경",2021-10-05 15:52
"파라다이스, 9월 매출액 95억 전월比 84% ↓",2021-10-05 15:36
"카카오뱅크, 다음달 2일 3분기 실적 발표 IR 개최",2021-10-05 15:34
"세아제강지주, 계열사에 150억 규모 자금대여 결정",2021-10-05 15:33
"파라다이스, 9월 매출액 95억원…전월比 84%↓",2021-10-05 15:20
"일진디스플레이, 20일 임시주총 소집…사내이사 선임 안건",2021-10-05 14:52
"켐트로스, 2차전지 안정성 관련 특허 취득",2021-10-05 14:44
"라이프시맨틱스, 3억원 규모 서비스 운영 공급 계약",2021-10-05 14:44
"인텔리안테크, 위성 통신 사업자에 711억원 규모 공급 계약",2021-10-05 14:43
"유일네트워크, 배터리 소재社 '재영텍' 투자에 SI 참여",2021-10-05 14:42
"현대모비스, 6일 경영현황 안내 IR 개최",2021-10-05 14:36
"에이피티씨, 보통주당 200원 현금배당 결정",2021-10-05 14:34
"한화솔루션, 28일 3분기 실적 발표 기업설명회 개최",2021-10-05 14:20
"에프에스티, 자회사 300억 규모 채무보증 결정",2021-10-05 13:41
"한진중공업, 컨테이너 운반선 4척 수주 계약...3105억 규모",2021-10-05 13:08
"한진중공업, 컨테이너 운반선 4척 수주 계약 체결[주목 e공시]",2021-10-05 13:04
"한진중공업, 3100억원 규모 컨테이너 운반선 4척 수주 계약",2021-10-05 12:15
"한진중공업, 3105억 규모 컨테이너 운반선 4척 수주 계약",2021-10-05 11:38
"삼일제약, 10억원 규모 자사주 신탁계약 체결 결정",2021-10-05 11:12
[특징주]코스피 삼천피 붕괴에도 유가·천연가스주 강세,2021-10-05 11:07
"삼일제약, 10억 규모 자사주 취득 신탁계약 체결",2021-10-05 11:07
"멕아이씨에스, 19억 규모 자사주 취득 결정[주목 e공시]",2021-10-05 10:30
"멕아이씨에스, 19억원 규모 자사주 취득 결정",2021-10-05 10:24
"신원종합개발, 137억원 규모 사옥 신축 공사 진행",2021-10-05 10:23
"현대비앤지스틸, 파업 종료로 창원공장 생산 재개",2021-10-05 10:20
"GS건설, '노른자위' 호남대 쌍촌캠퍼스에 아파트 건설",2021-10-05 10:12
"대한항공, 칸서스자산운용과 왕산레저개발 매각 합의 결렬",2021-10-05 10:10
"멕아이씨에스, 19억 규모 자사주 취득 결정",2021-10-05 10:02
"신원종합개발, 프롬바이오 사옥 신축공사 수주 [주목 e공시]",2021-10-05 09:58
"신원종합개발, 137억 규모 프롬바이오 사옥 신축공사 수주",2021-10-05 09:38
"현대비앤지스틸, 노조 파업 종료로 창원공장 생산 재개",2021-10-05 09:36
"대우건설, 5783억 규모 파주 1-3구역 주택재개발정비사업 시공사 선정",2021-10-05 09:03
"대우건설, 파주 1-3구역 주택재개발정비사업 시공사 선정",2021-10-05 09:01
"대우건설, 5783억 규모 파주 연풍리 재개발사업 시공사 선정",2021-10-05 09:00
"대한항공, 왕산레저개발 매각 합의 결렬 [주목 e공시]",2021-10-05 08:46
"셀트리온, 코로나19 치료제 유럽 정식 품목허가 신청",2021-10-05 08:38
"대한항공, 왕산레저개발 매각 합의 결렬 ...칸서스운용 우선협상 지위 종료",2021-10-05 08:31
"대한항공-칸서스자산운용, 왕산레저개발 매각 합의 결렬",2021-10-05 08:31
[e공시 눈에 띄네]코스닥-1일,2021-10-05 07:23
[e공시 눈에 띄네]코스피-1일,2021-10-05 07:15
[코스닥 주간메모] 10월 5일(월) ~ 10월 7일(수),2021-10-05 01:29
[유가증권 주간메모] 10월 5일(월) ~ 10월 7일(수),2021-10-05 01:28
"제네시스 G80, 브랜드 사상 첫 '내수 톱 10' 청신호",2021-10-04 06:01
